"id","sales_date_of_close_id","sales_date_of_start_id","sales_person_id","sales_account_id","sales_location_id","sales_state_id","amount","time_to_close","probability","id1","sales_state"
1172,89,48,8,243,243,6,950,13,50,6,"Needs Analysis"
2507,182,92,13,511,511,6,5600,45,90,6,"Needs Analysis"
2722,186,98,10,554,554,6,800,12,75,6,"Needs Analysis"
3722,260,127,7,755,755,6,120390,69,75,6,"Needs Analysis"
4663,309,154,10,942,943,6,10480,40,70,6,"Needs Analysis"
84,6,4,7,20,20,6,630,14,90,6,"Needs Analysis"
3075,219,109,7,625,625,6,5830,44,35,6,"Needs Analysis"
3646,250,125,10,739,739,6,6290,36,85,6,"Needs Analysis"
3976,271,134,7,805,805,6,25420,55,70,6,"Needs Analysis"
4382,301,146,9,886,887,6,100450,70,80,6,"Needs Analysis"
693,56,30,13,147,147,6,1790,11,45,6,"Needs Analysis"
1582,117,62,10,326,326,6,1210,10,85,6,"Needs Analysis"
600,59,26,5,129,129,6,2490,60,90,6,"Needs Analysis"
1028,80,43,9,214,214,6,1550,11,35,6,"Needs Analysis"
1556,117,61,9,321,321,6,780,14,75,6,"Needs Analysis"
2149,153,80,5,439,439,6,1840,11,35,6,"Needs Analysis"
787,70,34,7,166,166,6,9620,43,60,6,"Needs Analysis"
1878,151,71,13,385,385,6,56210,71,25,6,"Needs Analysis"
2490,180,92,5,507,507,6,9800,33,45,6,"Needs Analysis"
4636,304,153,5,936,937,6,9980,31,45,6,"Needs Analysis"
74,6,4,12,17,17,6,1930,11,45,6,"Needs Analysis"
280,34,13,6,65,65,6,12060,55,50,6,"Needs Analysis"
1135,95,47,5,236,236,6,2050,38,60,6,"Needs Analysis"
3304,221,115,13,671,671,6,860,10,60,6,"Needs Analysis"
3677,258,126,6,746,746,6,56390,70,85,6,"Needs Analysis"
483,46,21,7,105,105,6,2560,38,90,6,"Needs Analysis"
4172,276,140,8,845,845,6,6120,30,45,6,"Needs Analysis"
4557,314,151,13,921,922,6,95450,79,85,6,"Needs Analysis"
442,55,20,10,97,97,6,95060,74,75,6,"Needs Analysis"
868,67,37,11,182,182,6,620,15,90,6,"Needs Analysis"
3768,254,128,5,764,764,6,5490,38,25,6,"Needs Analysis"
595,49,26,9,128,128,6,990,12,50,6,"Needs Analysis"
2732,189,99,6,556,556,6,1200,13,75,6,"Needs Analysis"
2984,217,106,5,606,606,6,30330,56,90,6,"Needs Analysis"
3940,264,133,13,798,798,6,5420,40,75,6,"Needs Analysis"
86,6,4,7,20,20,6,1330,15,60,6,"Needs Analysis"
1144,105,47,6,237,237,6,140150,69,80,6,"Needs Analysis"
1482,110,58,7,306,306,6,1080,12,75,6,"Needs Analysis"
3697,258,126,13,750,750,6,95390,73,85,6,"Needs Analysis"
3298,223,115,10,670,670,6,1360,14,85,6,"Needs Analysis"
3454,235,119,6,701,701,6,5860,31,60,6,"Needs Analysis"
4001,277,135,11,810,810,6,70420,70,35,6,"Needs Analysis"
893,69,38,8,187,187,6,1020,10,70,6,"Needs Analysis"
1769,135,68,7,363,363,6,2710,39,90,6,"Needs Analysis"
4158,271,140,10,842,842,6,1420,12,85,6,"Needs Analysis"
4720,305,156,7,953,954,6,1480,11,75,6,"Needs Analysis"
2550,189,93,13,519,519,6,5500,55,45,6,"Needs Analysis"
2110,165,79,8,431,431,6,2540,57,50,6,"Needs Analysis"
3140,223,110,11,638,638,6,2630,50,35,6,"Needs Analysis"
4443,297,148,7,898,899,6,2350,43,75,6,"Needs Analysis"
1637,133,63,8,337,337,6,150210,71,35,6,"Needs Analysis"
2232,159,83,11,456,456,6,1470,14,90,6,"Needs Analysis"
3483,239,120,7,707,707,6,14360,38,90,6,"Needs Analysis"
3688,255,126,10,748,748,6,10890,54,90,6,"Needs Analysis"
4597,301,152,12,929,930,6,20480,30,85,6,"Needs Analysis"
913,79,39,7,191,191,6,2620,35,90,6,"Needs Analysis"
1093,83,45,9,227,227,6,1050,11,90,6,"Needs Analysis"
878,79,37,7,184,184,6,10120,50,50,6,"Needs Analysis"
1757,131,67,12,361,361,6,2110,36,45,6,"Needs Analysis"
4146,286,139,6,839,839,5,140420,72,80,5,"Negotiation/Review"
4334,290,145,12,876,877,5,2850,42,25,5,"Negotiation/Review"
4510,292,150,11,911,912,5,1250,15,70,5,"Negotiation/Review"
138,13,6,10,30,30,5,20030,37,60,5,"Negotiation/Review"
598,49,26,9,128,128,5,1490,13,35,5,"Negotiation/Review"
812,76,35,11,171,171,5,2920,55,50,5,"Negotiation/Review"
2142,172,80,7,438,438,5,45240,76,35,5,"Negotiation/Review"
2999,221,106,10,609,609,5,95330,73,50,5,"Negotiation/Review"
3374,227,117,10,685,685,5,1660,15,90,5,"Negotiation/Review"
3530,235,122,8,716,716,5,1590,10,75,5,"Negotiation/Review"
4667,309,154,7,943,944,5,11480,40,25,5,"Negotiation/Review"
4831,318,159,10,975,976,5,20480,35,60,5,"Negotiation/Review"
766,67,33,5,162,162,5,5220,40,25,5,"Negotiation/Review"
1867,142,71,7,383,383,5,2110,45,75,5,"Negotiation/Review"
2255,168,84,10,460,460,5,20270,36,60,5,"Negotiation/Review"
3127,231,110,10,636,636,5,56330,75,25,5,"Negotiation/Review"
4256,288,142,8,861,861,5,2750,59,50,5,"Negotiation/Review"
4782,316,157,11,966,967,5,6080,43,35,5,"Negotiation/Review"
270,22,13,9,63,63,5,660,14,75,5,"Negotiation/Review"
733,57,31,13,155,155,5,1090,11,80,5,"Negotiation/Review"
921,80,39,11,193,193,5,6020,45,90,5,"Negotiation/Review"
1123,85,46,13,233,233,5,1850,13,45,5,"Negotiation/Review"
1455,123,57,9,300,300,5,2580,60,70,5,"Negotiation/Review"
1813,129,69,8,372,372,5,1810,15,45,5,"Negotiation/Review"
2026,149,76,8,415,415,5,5940,31,45,5,"Negotiation/Review"
2442,174,90,10,498,498,5,1270,11,85,5,"Negotiation/Review"
3080,217,109,13,626,626,5,5330,36,75,5,"Negotiation/Review"
3302,227,115,13,671,671,5,2260,30,60,5,"Negotiation/Review"
3465,233,120,8,703,703,5,1260,12,70,5,"Negotiation/Review"
4573,314,151,6,924,925,5,50450,75,60,5,"Negotiation/Review"
4747,322,156,9,959,960,5,45480,68,45,5,"Negotiation/Review"
1076,96,45,11,224,224,5,25150,56,25,5,"Negotiation/Review"
1588,119,62,13,327,327,5,710,13,60,5,"Negotiation/Review"
2187,166,82,12,447,447,5,2170,40,45,5,"Negotiation/Review"
3807,257,130,7,772,772,5,11390,36,25,5,"Negotiation/Review"
4162,277,140,13,843,843,5,2320,35,60,5,"Negotiation/Review"
4548,305,151,10,919,920,5,10950,51,90,5,"Negotiation/Review"
613,65,27,10,131,131,5,55090,74,85,5,"Negotiation/Review"
1561,124,61,5,322,322,5,2080,40,60,5,"Negotiation/Review"
1934,138,73,11,396,396,5,1040,14,70,5,"Negotiation/Review"
2759,207,99,10,561,561,5,55300,73,85,5,"Negotiation/Review"
4132,269,139,9,837,837,5,1020,12,75,5,"Negotiation/Review"
123,8,6,9,27,27,5,1130,13,60,5,"Negotiation/Review"
372,30,17,10,83,83,5,1360,14,90,5,"Negotiation/Review"
1171,89,48,8,243,243,5,1950,11,45,5,"Negotiation/Review"
1508,128,59,11,311,311,5,75180,80,80,5,"Negotiation/Review"
1690,133,65,13,347,347,5,5410,53,45,5,"Negotiation/Review"
3522,252,121,9,715,715,5,100360,72,80,5,"Negotiation/Review"
3717,246,127,7,754,754,5,1690,10,60,5,"Negotiation/Review"
4076,271,137,10,825,825,5,6320,35,85,5,"Negotiation/Review"
4661,318,154,10,941,942,5,70480,70,50,5,"Negotiation/Review"
303,24,14,13,69,69,5,1060,13,80,5,"Negotiation/Review"
1643,128,64,7,338,338,5,9710,41,60,5,"Negotiation/Review"
1835,144,70,9,376,376,5,5710,58,25,5,"Negotiation/Review"
2031,147,77,7,416,416,5,840,15,45,5,"Negotiation/Review"
2235,175,83,11,456,456,5,200270,68,35,5,"Negotiation/Review"
2881,203,103,12,586,586,5,20330,33,85,5,"Negotiation/Review"
3099,210,109,8,630,630,5,1930,14,45,5,"Negotiation/Review"
3312,229,115,8,673,673,5,6060,33,45,5,"Negotiation/Review"
715,56,31,7,152,152,5,1390,10,60,5,"Negotiation/Review"
1105,104,46,6,230,230,5,56150,74,85,5,"Negotiation/Review"
1296,98,52,11,268,268,5,680,13,90,5,"Negotiation/Review"
2203,157,82,7,450,450,5,1570,15,60,5,"Negotiation/Review"
3073,217,108,8,624,624,5,13330,42,90,5,"Negotiation/Review"
3973,269,134,7,805,805,5,3320,52,50,5,"Negotiation/Review"
4190,277,140,13,848,848,5,5620,34,60,5,"Negotiation/Review"
13,9,1,13,3,3,5,5200,55,45,5,"Negotiation/Review"
648,53,28,11,138,138,5,890,14,70,5,"Negotiation/Review"
1070,93,44,10,223,223,5,5750,55,45,5,"Negotiation/Review"
3033,205,107,9,616,616,5,1930,12,80,5,"Negotiation/Review"
3212,231,113,10,653,653,5,5960,59,45,5,"Negotiation/Review"
3601,254,124,9,730,730,5,2790,60,70,5,"Negotiation/Review"
3801,267,129,10,770,770,5,70390,77,50,5,"Negotiation/Review"
4147,269,139,7,840,840,5,1720,11,60,5,"Negotiation/Review"
4513,301,150,11,912,913,5,10450,40,35,5,"Negotiation/Review"
4696,316,155,13,948,949,5,5680,54,45,5,"Negotiation/Review"
142,22,7,7,31,31,5,25030,57,70,5,"Negotiation/Review"
824,76,35,8,173,173,5,2420,58,50,5,"Negotiation/Review"
1204,98,49,5,249,249,5,9650,33,45,5,"Negotiation/Review"
2144,153,80,7,438,438,5,1240,11,75,5,"Negotiation/Review"
2744,188,99,9,558,558,5,1700,10,35,5,"Negotiation/Review"
3008,205,107,5,611,611,5,1930,11,35,5,"Negotiation/Review"
3536,244,122,11,717,717,5,5790,35,60,5,"Negotiation/Review"
100,13,5,7,23,23,5,5530,40,35,5,"Negotiation/Review"
560,46,25,6,121,121,5,590,10,70,5,"Negotiation/Review"
1329,108,53,12,275,275,5,2580,41,25,5,"Negotiation/Review"
1875,147,71,6,384,384,5,25210,59,45,5,"Negotiation/Review"
2091,157,79,7,428,428,5,11240,36,25,5,"Negotiation/Review"
2260,174,84,7,461,461,5,25270,56,70,5,"Negotiation/Review"
2482,180,92,5,506,506,5,5400,37,25,5,"Negotiation/Review"
3129,229,110,10,636,636,5,60330,72,25,5,"Negotiation/Review"
3516,252,121,5,713,713,5,140360,72,45,5,"Negotiation/Review"
3707,254,127,5,752,752,5,2290,40,60,5,"Negotiation/Review"
3913,262,133,7,793,793,5,14420,36,90,5,"Negotiation/Review"
4050,279,136,13,820,820,5,50420,72,75,5,"Negotiation/Review"
4437,297,148,10,897,898,5,11450,45,50,5,"Negotiation/Review"
4628,307,153,5,935,936,5,5580,39,25,5,"Negotiation/Review"
4783,316,157,11,966,967,5,6380,43,90,5,"Negotiation/Review"
938,80,40,13,196,196,5,5120,38,75,5,"Negotiation/Review"
1310,102,52,6,271,271,5,5680,31,60,5,"Negotiation/Review"
2225,166,83,13,454,454,5,2370,37,80,5,"Negotiation/Review"
3303,229,115,13,671,671,5,30360,38,80,5,"Negotiation/Review"
3474,241,120,12,705,705,5,2760,40,25,5,"Negotiation/Review"
4582,316,152,7,926,927,5,120480,78,75,5,"Negotiation/Review"
221,26,11,11,53,53,5,10030,42,35,5,"Negotiation/Review"
481,46,21,7,105,105,5,14060,37,90,5,"Negotiation/Review"
705,55,30,5,150,150,5,1990,10,60,5,"Negotiation/Review"
1589,119,62,13,327,327,5,1210,14,80,5,"Negotiation/Review"
1773,127,68,7,364,364,5,1510,11,60,5,"Negotiation/Review"
3055,217,108,7,621,621,5,14330,40,90,5,"Negotiation/Review"
3267,237,114,13,664,664,5,95360,68,85,5,"Negotiation/Review"
3628,241,124,7,736,736,5,1290,15,75,5,"Negotiation/Review"
4353,290,145,11,880,881,5,6350,42,90,5,"Negotiation/Review"
2570,198,94,10,523,523,5,95300,77,50,5,"Negotiation/Review"
2763,199,100,13,562,562,5,2300,39,90,5,"Negotiation/Review"
3023,219,107,7,614,614,5,10330,54,50,5,"Negotiation/Review"
3189,223,112,13,648,648,5,2360,38,90,5,"Negotiation/Review"
3577,248,123,10,726,726,5,11390,45,50,5,"Negotiation/Review"
3956,258,134,9,801,801,5,1520,11,60,5,"Negotiation/Review"
4320,292,144,9,873,874,5,2050,53,80,5,"Negotiation/Review"
4505,297,149,10,910,911,5,2650,33,60,5,"Negotiation/Review"
127,8,6,8,28,28,5,1230,13,75,5,"Negotiation/Review"
381,47,17,11,85,85,5,85060,71,25,5,"Negotiation/Review"
987,96,42,10,206,206,5,60150,74,25,5,"Negotiation/Review"
1886,149,72,5,387,387,5,2640,57,90,5,"Negotiation/Review"
2116,157,79,13,433,433,5,14240,37,70,5,"Negotiation/Review"
3933,266,133,7,797,797,5,5920,45,35,5,"Negotiation/Review"
4286,295,143,10,866,867,5,95450,71,50,5,"Negotiation/Review"
311,26,15,8,71,71,5,1860,14,45,5,"Negotiation/Review"
1855,151,71,11,380,380,5,70210,69,35,5,"Negotiation/Review"
2244,161,84,8,458,458,5,1470,15,75,5,"Negotiation/Review"
2456,177,91,8,501,501,5,5970,31,45,5,"Negotiation/Review"
3313,227,115,8,673,673,5,2160,30,45,5,"Negotiation/Review"
3492,244,121,11,709,709,5,5960,43,35,5,"Negotiation/Review"
4030,262,136,9,816,816,5,1820,11,35,5,"Negotiation/Review"
4417,305,147,10,893,894,5,56450,79,25,5,"Negotiation/Review"
4607,297,152,7,931,932,5,1080,12,45,5,"Negotiation/Review"
4775,314,157,7,964,965,5,2980,38,90,5,"Negotiation/Review"
499,49,22,8,108,108,5,13090,43,90,5,"Negotiation/Review"
917,72,39,7,192,192,5,1420,11,60,5,"Negotiation/Review"
1598,119,62,8,329,329,5,1010,11,50,5,"Negotiation/Review"
2017,151,76,13,413,413,5,30240,38,80,5,"Negotiation/Review"
2427,188,90,6,495,495,5,50270,72,60,5,"Negotiation/Review"
2636,191,96,11,537,537,5,5900,42,35,5,"Negotiation/Review"
3858,271,131,7,782,782,5,45390,75,35,5,"Negotiation/Review"
29,15,2,10,7,7,5,95030,71,50,5,"Negotiation/Review"
210,30,11,10,51,51,5,5630,57,45,5,"Negotiation/Review"
885,87,38,9,186,186,5,45120,74,45,5,"Negotiation/Review"
1396,110,55,10,288,288,5,20180,38,60,5,"Negotiation/Review"
1986,140,75,9,407,407,5,840,10,75,5,"Negotiation/Review"
2379,170,88,9,485,485,5,1170,14,90,5,"Negotiation/Review"
2584,179,94,11,526,526,5,800,14,90,5,"Negotiation/Review"
2809,193,101,9,571,571,5,1200,12,90,5,"Negotiation/Review"
3045,226,108,12,619,619,5,70330,70,45,5,"Negotiation/Review"
4152,288,139,7,841,841,5,120420,77,75,5,"Negotiation/Review"
4347,281,145,7,879,880,5,1050,15,90,5,"Negotiation/Review"
408,47,18,5,90,90,5,30060,60,90,5,"Negotiation/Review"
827,63,35,5,174,174,5,720,15,60,5,"Negotiation/Review"
1739,129,67,6,357,357,5,6110,31,50,5,"Negotiation/Review"
2315,176,86,9,472,472,5,2670,58,70,5,"Negotiation/Review"
2539,189,93,8,517,517,5,10800,55,80,5,"Negotiation/Review"
3012,212,107,11,612,612,5,5330,35,50,5,"Negotiation/Review"
3164,234,111,13,643,643,5,56330,80,25,5,"Negotiation/Review"
3541,244,122,10,718,718,5,20390,37,60,5,"Negotiation/Review"
3743,254,128,8,759,759,5,2190,32,45,5,"Negotiation/Review"
4124,288,139,13,835,835,5,100420,74,45,5,"Negotiation/Review"
4673,320,154,11,944,945,5,85480,77,25,5,"Negotiation/Review"
4849,326,159,10,979,980,5,60480,74,25,5,"Negotiation/Review"
568,56,25,11,122,122,5,2390,50,35,5,"Negotiation/Review"
1160,93,47,13,241,241,5,2050,32,60,5,"Negotiation/Review"
1331,100,53,12,275,275,5,780,13,25,5,"Negotiation/Review"
1680,133,65,8,345,345,5,2510,55,50,5,"Negotiation/Review"
2108,151,79,8,431,431,5,1240,13,70,5,"Negotiation/Review"
2271,177,85,10,464,464,5,56270,73,25,5,"Negotiation/Review"
3132,210,110,6,637,637,5,830,10,70,5,"Negotiation/Review"
3346,229,116,5,679,679,5,9860,30,45,5,"Negotiation/Review"
3518,235,121,11,714,714,5,1560,11,90,5,"Negotiation/Review"
3917,256,133,7,794,794,5,1020,11,90,5,"Negotiation/Review"
4060,269,137,7,822,822,5,3120,30,35,5,"Negotiation/Review"
1311,102,52,6,271,271,5,6080,31,50,5,"Negotiation/Review"
1630,125,63,5,335,335,5,9710,32,45,5,"Negotiation/Review"
1827,142,70,7,375,375,5,3110,50,50,5,"Negotiation/Review"
2447,177,90,13,499,499,5,30270,36,80,5,"Negotiation/Review"
2654,189,96,13,540,540,5,5300,35,75,5,"Negotiation/Review"
3096,210,109,9,629,629,5,1430,14,60,5,"Negotiation/Review"
4594,297,152,13,928,929,5,980,13,60,5,"Negotiation/Review"
222,36,11,11,53,53,5,75030,75,80,5,"Negotiation/Review"
709,70,30,5,150,150,5,85090,70,50,5,"Negotiation/Review"
904,70,38,12,189,189,5,720,12,25,5,"Negotiation/Review"
1082,100,45,11,225,225,5,75150,68,80,5,"Negotiation/Review"
1291,98,52,5,267,267,5,1780,13,35,5,"Negotiation/Review"
1776,135,68,11,365,365,5,5810,41,35,5,"Negotiation/Review"
3272,221,114,9,665,665,5,960,15,75,5,"Negotiation/Review"
3832,257,130,13,777,777,5,14390,35,70,5,"Negotiation/Review"
628,56,27,7,134,134,5,2790,32,35,5,"Negotiation/Review"
1235,100,50,7,256,256,5,11150,38,25,5,"Negotiation/Review"
2572,198,94,7,524,524,5,45300,80,35,5,"Negotiation/Review"
2772,191,100,7,564,564,5,1200,15,75,5,"Negotiation/Review"
3026,205,107,6,615,615,5,830,12,85,5,"Negotiation/Review"
3190,235,112,13,648,648,5,50360,75,75,5,"Negotiation/Review"
3402,237,118,13,691,691,5,14360,39,70,5,"Negotiation/Review"
4506,297,149,10,910,911,5,6350,38,85,5,"Negotiation/Review"
4689,304,155,5,947,948,5,1080,14,60,5,"Negotiation/Review"
133,13,6,11,29,29,5,5430,37,60,5,"Negotiation/Review"
382,40,17,11,85,85,5,2860,50,50,5,"Negotiation/Review"
1188,96,48,13,246,246,5,5350,35,60,5,"Negotiation/Review"
1548,129,60,13,319,319,5,100180,75,45,5,"Negotiation/Review"
1894,142,72,6,388,388,5,6140,37,75,5,"Negotiation/Review"
2292,165,85,10,468,468,5,770,15,75,5,"Negotiation/Review"
3148,212,111,10,640,640,5,830,10,75,5,"Negotiation/Review"
3527,237,122,8,716,716,5,1890,14,45,5,"Negotiation/Review"
4288,297,143,7,867,868,5,45450,78,35,5,"Negotiation/Review"
4664,301,154,10,942,943,5,1780,11,90,5,"Negotiation/Review"
314,26,15,8,71,71,5,1760,13,50,5,"Negotiation/Review"
955,74,40,8,200,200,5,1620,14,45,5,"Negotiation/Review"
1327,119,53,12,275,275,5,70180,77,45,5,"Negotiation/Review"
1655,138,64,10,340,340,5,70210,80,50,5,"Negotiation/Review"
2077,157,78,13,425,425,5,5540,40,90,5,"Negotiation/Review"
2457,178,91,8,501,501,5,2070,32,45,5,"Negotiation/Review"
2891,197,103,7,588,588,5,930,11,45,5,"Negotiation/Review"
3121,226,110,9,634,634,5,5830,55,25,5,"Negotiation/Review"
3493,244,121,11,709,709,5,6260,44,90,5,"Negotiation/Review"
3903,260,132,12,791,791,5,2320,38,45,5,"Negotiation/Review"
4040,269,136,6,818,818,5,6320,35,75,5,"Negotiation/Review"
4255,288,142,8,861,861,5,10950,56,80,5,"Negotiation/Review"
4422,286,147,6,894,895,5,950,11,70,5,"Negotiation/Review"
4620,304,153,13,933,934,5,5680,31,60,5,"Negotiation/Review"
4777,307,157,7,965,966,5,1080,11,90,5,"Negotiation/Review"
732,57,31,13,155,155,5,590,15,60,5,"Negotiation/Review"
920,80,39,11,193,193,5,5720,45,35,5,"Negotiation/Review"
1800,149,69,5,369,369,5,140210,74,45,5,"Negotiation/Review"
2857,214,102,6,581,581,5,50330,74,60,5,"Negotiation/Review"
3078,219,109,7,625,625,5,14330,40,45,5,"Negotiation/Review"
4213,292,141,8,853,853,5,150420,79,35,5,"Negotiation/Review"
31,15,2,7,8,8,5,45030,72,35,5,"Negotiation/Review"
455,53,20,9,100,100,5,45060,69,45,5,"Negotiation/Review"
695,70,30,13,148,148,5,95090,70,85,5,"Negotiation/Review"
1398,115,55,7,289,289,5,3080,52,50,5,"Negotiation/Review"
2186,175,82,12,447,447,5,70270,80,45,5,"Negotiation/Review"
2594,193,95,7,528,528,5,10300,55,50,5,"Negotiation/Review"
4349,281,145,7,879,880,5,1750,14,60,5,"Negotiation/Review"
151,26,7,10,34,34,5,56030,69,25,5,"Negotiation/Review"
1029,91,43,9,214,214,5,2550,55,70,5,"Negotiation/Review"
1217,100,49,7,252,252,5,9650,40,60,5,"Negotiation/Review"
1377,123,55,9,285,285,5,100180,80,80,5,"Negotiation/Review"
1932,151,73,11,396,396,5,25240,55,25,5,"Negotiation/Review"
2153,159,81,11,440,440,5,5240,30,50,5,"Negotiation/Review"
3384,239,117,11,687,687,5,3160,55,50,5,"Negotiation/Review"
3551,250,122,9,720,720,5,5890,57,25,5,"Negotiation/Review"
4314,286,144,6,872,873,5,5950,32,60,5,"Negotiation/Review"
115,8,6,11,26,26,5,1230,12,90,5,"Negotiation/Review"
369,47,17,10,82,82,5,70060,73,50,5,"Negotiation/Review"
799,79,34,10,168,168,5,70120,68,50,5,"Negotiation/Review"
1161,93,47,13,241,241,5,30150,37,80,5,"Negotiation/Review"
1884,133,72,9,386,386,5,1640,10,35,5,"Negotiation/Review"
2497,193,92,8,509,509,5,150300,76,35,5,"Negotiation/Review"
3521,253,121,11,714,714,5,200360,79,35,5,"Negotiation/Review"
3716,262,127,6,753,753,5,140390,74,80,5,"Negotiation/Review"
3919,257,133,7,794,794,5,1720,14,60,5,"Negotiation/Review"
4075,271,137,10,825,825,5,2620,35,60,5,"Negotiation/Review"
4643,318,153,8,938,939,5,150480,78,35,5,"Negotiation/Review"
4808,309,158,11,971,972,5,1680,14,90,5,"Negotiation/Review"
741,58,32,8,157,157,5,1920,11,45,5,"Negotiation/Review"
946,72,40,11,198,198,5,1320,10,90,5,"Negotiation/Review"
1830,146,70,7,375,375,5,25210,59,70,5,"Negotiation/Review"
2030,144,76,8,415,415,5,1940,15,50,5,"Negotiation/Review"
2448,174,90,13,499,499,5,770,15,60,5,"Negotiation/Review"
2879,197,103,13,585,585,5,1330,11,80,5,"Negotiation/Review"
3097,208,109,8,630,630,5,1830,10,45,5,"Negotiation/Review"
3885,260,132,6,787,787,5,6320,32,50,5,"Negotiation/Review"
4764,316,157,12,962,963,5,2880,42,25,5,"Negotiation/Review"
245,38,12,6,58,58,5,56060,76,85,5,"Negotiation/Review"
1295,105,52,11,268,268,5,5180,33,50,5,"Negotiation/Review"
1437,117,57,7,297,297,5,2080,42,75,5,"Negotiation/Review"
2201,157,82,7,450,450,5,870,13,90,5,"Negotiation/Review"
3064,217,108,11,623,623,5,5930,40,35,5,"Negotiation/Review"
4177,271,140,7,846,846,5,1020,12,45,5,"Negotiation/Review"
6,2,1,5,2,2,5,600,11,60,5,"Negotiation/Review"
1385,105,55,8,286,286,5,1380,13,75,5,"Negotiation/Review"
1571,115,61,7,324,324,5,1480,10,60,5,"Negotiation/Review"
1979,142,75,13,405,405,5,1940,15,45,5,"Negotiation/Review"
2171,174,81,9,444,444,5,45240,75,45,5,"Negotiation/Review"
3198,217,112,7,650,650,5,1260,12,75,5,"Negotiation/Review"
1011,85,42,7,211,211,3,2050,41,75,3,"Prospecting"
3737,253,128,12,758,758,3,20390,31,85,3,"Prospecting"
4095,267,138,9,829,829,3,1320,14,90,3,"Prospecting"
4300,279,144,11,869,870,3,950,11,90,3,"Prospecting"
4460,288,148,9,901,902,3,1850,14,35,3,"Prospecting"
2461,175,91,7,502,502,3,870,14,45,3,"Prospecting"
3702,248,127,9,751,751,3,990,13,75,3,"Prospecting"
508,47,22,13,110,110,3,5090,37,75,3,"Prospecting"
2220,168,83,7,453,453,3,14270,40,45,3,"Prospecting"
4387,283,146,8,887,888,3,1950,12,45,3,"Prospecting"
900,87,38,12,189,189,3,70120,78,45,3,"Prospecting"
3048,208,108,12,619,619,3,930,11,25,3,"Prospecting"
